Title,Details,Category,Rating,Votes,Director
Airise,2001R1h 31m,Biography,7.0,19K,Richard Eyre
Lovingai,2016PG-132h 3m,Biography,7.0,36K,Jeff Nichols
Barefoot in the Park,1967G1h 46m,Comedy,7.0,20K,Gene Saks
(Ne)Tikros prancūziškos vestuvės,20141h 37m,Comedy,7.0,45K,Philippe de Chauveron
Red Rock West,1993R1h 38m,Crime,7.0,24K,John Dahl
Ateiviai,1993R1h 47m,Comedy,7.0,37K,Jean-Marie Poiré
I tre volti della paura,1963Approved1h 32m,Horror,7.0,14K,Mario Bava
Polokas,2000R2h 2m,Biography,7.0,29K,Ed Harris
Alfie,1966Unrated1h 54m,Comedy,7.0,16K,Lewis Gilbert
Crooklyn,1994PG-131h 55m,Comedy,7.0,11K,Spike Lee
Niagara,1953Not Rated1h 32m,Film-Noir,7.0,19K,Henry Hathaway
Sultan,2016Not Rated2h 50m,Action,7.0,51K,Ali Abbas Zafar
Admirolas,2015TV-PG2h 31m,Action,7.0,10K,Roel Reiné
Meiles klystkeliai,1998R2h 1m,Comedy,7.0,20K,Willard Carroll
Pit and the Pendulum,1961Not Rated1h 20m,Drama,7.0,16K,Roger Corman
Auksaranke ir stebuklingu sparneliu paslaptis,2012G1h 15m,Animation,7.0,14K,Bobs Gannaway
Gilus pogrindis,1992R1h 47m,Action,7.0,14K,Bill Duke
The Candidate,1972PG1h 50m,Comedy,7.0,12K,Michael Ritchie
Mūšis dėl Sevastopolio,20151h 50m,Action,7.0,14K,Sergey Mokritskiy
Vikingai,1958Not Rated1h 56m,Action,7.0,15K,Richard Fleischer
Vėjavaikė,2008R1h 58m,Comedy,7.0,41K,Mike Leigh
Yip Man 3,2015PG-131h 45m,Action,7.0,59K,Wilson Yip
Stebėtojas,2007R1h 39m,Crime,7.0,60K,Scott Frank
Angel-A,2005R1h 31m,Comedy,7.0,35K,Luc Besson
Owning Mahowny,2003R1h 44m,Crime,7.0,14K,Richard Kwietniowski
Nekenčiamiausias,2006R1h 50m,Biography,7.0,18K,Douglas McGrath
Lik wong,1991R1h 31m,Action,7.0,15K,Ngai Choi Lam
Main Hoon Na,2004Not Rated3h 2m,Action,7.0,39K,Farah Khan
Hevi reissu,20181h 32m,Comedy,7.0,10K,Juuso Laatio
Didžioji afera,2013PG-131h 53m,Comedy,7.0,19K,Don McKellar
Žmones kaip mes,2012PG-131h 54m,Comedy,7.0,44K,Alex Kurtzman
Badhaai Do,20222h 27m,Comedy,7.0,21K,Harshavardhan Kulkarni
Martin,1977R1h 35m,Drama,7.0,12K,George A. Romero
Karas,2015R1h 55m,Crime,7.0,11K,Tobias Lindholm
Sabotage,1936Not Rated1h 16m,Crime,7.0,18K,Alfred Hitchcock
Quatermass and the Pit,1967Approved1h 37m,Horror,7.0,11K,Roy Ward Baker
Peter's Friends,1992R1h 41m,Comedy,7.0,12K,Kenneth Branagh
Fai caan che,1984TV-141h 48m,Action,7.0,15K,Sammo Kam-Bo Hung
The Sapphires,2012PG-131h 43m,Biography,7.0,15K,Wayne Blair
"Simtametis, kuris islipo pro langa ir dingo",2013R1h 54m,Adventure,7.0,42K,Felix Herngren
Naega salinbeomida,2012Not Rated1h 59m,Action,7.0,11K,Jung Byung-gil
Geukhanjikeob,2019Not Rated1h 51m,Action,7.0,12K,Lee Byeong-heon
The Old Dark House,1932Passed1h 12m,Adventure,7.0,13K,James Whale
Dil Dhadakne Do,2015Not Rated2h 50m,Comedy,7.0,19K,Zoya Akhtar
Mrs. Henderson Presents,2005R1h 43m,Comedy,7.0,16K,Stephen Frears
Dream Girl,2019Not Rated2h 12m,Comedy,7.0,16K,Raaj Shaandilyaa
Leaving Neverland,2019TV-MA4h,Documentary,7.0,31K,Dan Reed
The Trip,2010Not Rated1h 52m,Comedy,7.0,23K,Michael Winterbottom
Robotas ir Frenkas,2012PG-131h 29m,Comedy,7.0,65K,Jake Schreier
Pastarosios dienos,2003R1h 47m,Comedy,7.0,18K,C. Jay Cox
Non si sevizia un paperino,1972Not Rated1h 45m,Horror,7.0,10K,Lucio Fulci
The Fountainhead,1949Approved1h 54m,Drama,7.0,11K,King Vidor
Al final del túnel,2016Not Rated2h,Crime,7.0,15K,Rodrigo Grande
Wong Gok ka moon,1988Not Rated1h 42m,Crime,7.0,12K,Kar-Wai Wong
The Private Life of Sherlock Holmes,1970PG-132h 5m,Adventure,7.0,13K,Billy Wilder
Beavis and Butt-Head Do the Universe,202213+1h 27m,Animation,7.0,13K,Albert Calleros
Vadino ji plieniniu Dzyg,20151h 52m,Action,7.0,16K,Gabriele Mainetti
Aashiqui 2,2013Not Rated2h 12m,Drama,7.0,32K,Mohit Suri
Tokyo!,2008Unrated1h 52m,Comedy,7.0,12K,Leos Carax
"OSS 117: Le Caire, nid d'espions",2006Not Rated1h 39m,Action,7.0,23K,Michel Hazanavicius
Much Ado About Nothing,2012PG-131h 49m,Comedy,7.0,17K,Joss Whedon
My Dog Skip,2000PG1h 35m,Comedy,7.0,21K,Jay Russell
The Curse of Frankenstein,1957Approved1h 22m,Horror,7.0,12K,Terence Fisher
Alferd Packer: The Musical,1993R1h 35m,Comedy,7.0,13K,Trey Parker
Sands of Iwo Jima,1949Approved1h 40m,Action,7.0,11K,Allan Dwan
Silpnas balselis,1998R1h 37m,Comedy,7.0,17K,Mark Herman
Jackass Number Two,2006R1h 32m,Documentary,7.0,79K,Jeff Tremaine
Aukšti kulniukai,1991R1h 52m,Comedy,7.0,17K,Pedro Almodóvar
Indochine,1992PG-132h 40m,Drama,7.0,11K,Régis Wargnier
Ladies in Lavender,2004PG-131h 44m,Drama,7.0,13K,Charles Dance
Drakono garbė,2005R1h 51m,Action,7.0,39K,Prachya Pinkaew
Mano mazoji sesute Mirai,2018PG1h 38m,Animation,7.0,18K,Mamoru Hosoda
XXY,2007Not Rated1h 26m,Drama,7.0,15K,Lucía Puenzo
Širdis yra pašėlusi,1997Not Rated3h,Comedy,7.0,24K,Yash Chopra
Ssa-i-bo-geu-ji-man-gwen-chan-a,2006Not Rated1h 47m,Comedy,7.0,26K,Park Chan-wook
Better Luck Tomorrow,2002R1h 41m,Crime,7.0,10K,Justin Lin
Dangus,2002R1h 37m,Crime,7.0,26K,Tom Tykwer
Jackass 3D,2010R1h 34m,Documentary,7.0,68K,Jeff Tremaine
The Stunt Man,1980R2h 11m,Action,7.0,10K,Richard Rush
Wu xia,2011R1h 55m,Action,7.0,16K,Peter Ho-Sun Chan
The Great Hack,2019TV-MA1h 54m,Documentary,7.0,25K,Karim Amer
Runway 34,20222h 25m,Drama,7.0,30K,Ajay Devgn
Flash of Genius,2008PG-131h 59m,Biography,7.0,18K,Marc Abraham
Rustom,2016Not Rated2h 28m,Crime,7.0,28K,Tinu Suresh Desai
Įsivaizduojamos meilės,2010Not Rated1h 41m,Drama,7.0,30K,Xavier Dolan
Sous le sable,2000Unrated1h 32m,Drama,7.0,11K,François Ozon
To End All Wars,2001R2h 5m,Action,7.0,12K,David L. Cunningham
The Grey Zone,2001R1h 48m,Drama,7.0,11K,Tim Blake Nelson
White Dog,1982PG1h 30m,Drama,7.0,11K,Samuel Fuller
Flaskepost fra P,2016Not Rated1h 52m,Crime,7.0,22K,Hans Petter Moland
Un flic,1972PG1h 38m,Crime,7.0,11K,Jean-Pierre Melville
The Place,20171h 45m,Drama,7.0,12K,Paolo Genovese
Kelionė be ribų,2014R1h 40m,Adventure,7.0,16K,Gren Wells
Being Julia,2004R1h 44m,Comedy,7.0,13K,István Szabó
Jungtines Lylando valstijos,2003R1h 48m,Drama,7.0,24K,Matthew Ryan Hoge
Stage Fright,1950Approved1h 50m,Film-Noir,7.0,16K,Alfred Hitchcock
Tarp rykliu,1994R1h 33m,Comedy,7.0,25K,George Huang
Deux frères,2004V1h 49m,Adventure,7.0,16K,Jean-Jacques Annaud
Barda,20071h 32m,Crime,7.0,15K,Serdar Akar
Dabar gerai,2012PG-131h 43m,Drama,7.0,35K,Ol Parker
Copenhagen,2014Not Rated1h 38m,Adventure,7.0,14K,Mark Raso
Akligatvis,1966Not Rated1h 52m,Comedy,7.0,14K,Roman Polanski
Dung che sai duk,1994R1h 40m,Action,7.0,17K,Kar-Wai Wong
Voicekas,1979Not Rated1h 20m,Drama,7.0,10K,Werner Herzog
Ledi,2011R2h 12m,Biography,7.0,11K,Luc Besson
Man per brangu,2006PG-131h 46m,Comedy,7.0,33K,Pierre Salvadori
Oorlogswinter,2008R1h 43m,Drama,7.0,13K,Martin Koolhoven
Hum Tum,2004Not Rated2h 23m,Comedy,7.0,15K,Kunal Kohli
The Young Offenders,20161h 23m,Adventure,7.0,13K,Peter Foott
Outsourced,2006PG-131h 43m,Comedy,7.0,12K,John Jeffcoat
Balciausi yra pelenai,2018Not Rated2h 16m,Crime,7.0,10K,Zhangke Jia
Bob Roberts,1992R1h 42m,Comedy,7.0,16K,Tim Robbins
I Walked with a Zombie,1943Passed1h 9m,Drama,7.0,13K,Jacques Tourneur
Du zhan,2012R1h 47m,Action,7.0,11K,Johnnie To
Šlovės dienos,2006R2h 3m,Action,7.0,15K,Rachid Bouchareb
Samaria,2004R1h 37m,Drama,7.0,14K,Kim Ki-duk
Like Someone in Love,2012Not Rated1h 49m,Drama,7.0,13K,Abbas Kiarostami
Dhamaka,2021TV-141h 43m,Action,7.0,42K,Ram Madhvani
Mano paslapties gėlė,1995R1h 43m,Comedy,7.0,13K,Pedro Almodóvar
Europudingas 2: Rusijos lelytes,2005Not Rated2h 5m,Comedy,7.0,21K,Cédric Klapisch
'A' gai wak 2,1987PG-131h 46m,Action,7.0,11K,Jackie Chan
Štai koks aš,2011PG1h 41m,Comedy,7.0,11K,Michael Pavone
One Week,2008Not Rated1h 34m,Adventure,7.0,12K,Michael McGowan
Katyne,2007Not Rated2h 2m,Drama,7.0,17K,Andrzej Wajda
Thappad,2020Not Rated2h 22m,Drama,7.0,26K,Anubhav Sinha
Italiensk for begyndere,2000R1h 52m,Comedy,7.0,14K,Lone Scherfig
Kurup,20212h 20m,Biography,7.0,14K,Srinath Rajendran
Welcome,2007Not Rated2h 39m,Comedy,7.0,25K,Anees Bazmee
Thirteen Conversations About One Thing,2001R1h 44m,Drama,7.0,11K,Jill Sprecher
Dhobi Ghat,2010Not Rated1h 40m,Drama,7.0,14K,Kiran Rao
Le placard,2001R1h 24m,Comedy,7.0,18K,Francis Veber
Karo vadai,2007R2h 6m,Action,7.0,28K,Peter Ho-Sun Chan
Tigras ir sniegas,20051h 54m,Comedy,7.0,14K,Roberto Benigni
Lo and Behold: Reveries of the Connected World,2016PG-131h 38m,Documentary,7.0,13K,Werner Herzog
The Wolfpack,2015R1h 30m,Documentary,7.0,13K,Crystal Moselle
VR (Vikrant Rona),2022Not Rated2h 28m,Action,7.0,28K,Anup Bhandari
Yip Man chin chyun,2010Not Rated1h 40m,Action,7.0,33K,Herman Yau
Bienvenue à Marly-Gomont,20161h 36m,Biography,7.0,12K,Julien Rambaldi
Eyyvah Eyvah,20101h 44m,Comedy,7.0,21K,Hakan Algül
Gaga: Five Foot Two,2017TV-MA1h 40m,Documentary,7.0,14K,Chris Moukarbel
Arif V 216,20182h 5m,Comedy,7.0,39K,Kivanç Baruönü
Çalgi Çengi,20111h 30m,Comedy,7.0,14K,Selçuk Aydemir
Vakeel Saab,2021TV-142h 33m,Action,7.0,12K,Venu Sriram
Arrambam,2013Not Rated2h 37m,Action,7.0,10K,Vishnuvardhan
Thanksgiving,2023R1h 46m,Horror,6.9,13K,Eli Roth
Kūrėjas,2023PG-132h 13m,Action,6.9,87K,Gareth Edwards
Atostogos,2006PG-132h 16m,Comedy,6.9,310K,Nancy Meyers
Ekvalaizeris 3: paskutinė kova,2023R1h 49m,Action,6.9,76K,Antoine Fuqua
Nauja kaledine pasaka,1988PG-131h 41m,Comedy,6.9,112K,Richard Donner
Kvaili pinigai,2023R1h 45m,Biography,6.9,20K,Craig Gillespie
"Narnijos kronikos: liutas, burtininke ir drabuziu spinta",2005V2h 23m,Adventure,6.9,420K,Andrew Adamson
Meiles istorija,1970PG1h 40m,Drama,6.9,37K,Arthur Hiller
Sisu,2022R1h 31m,Action,6.9,63K,Jalmari Helander
Kiaulė,2021R1h 32m,Drama,6.9,86K,Michael Sarnoski
Asai,1986PG1h 49m,Action,6.9,490K,Tony Scott
Ir velnias dėvi Prada,2006PG-131h 49m,Comedy,6.9,450K,David Frankel
Daktaras Streindžas beprotybės multivisatoje,2022PG-132h 6m,Action,6.9,462K,Sam Raimi
Nimfomane,2013N-181h 57m,Drama,6.9,130K,Lars von Trier
Juros periodo pasaulis,2015N-132h 4m,Action,6.9,670K,Colin Trevorrow
Firma,1993R2h 34m,Drama,6.9,145K,Sydney Pollack
Sekretorė,2002R1h 47m,Comedy,6.9,97K,Steven Shainberg
Jokio supratimo,1995PG-131h 37m,Comedy,6.9,239K,Amy Heckerling
Tedis,2012N-161h 46m,Comedy,6.9,644K,Seth MacFarlane
Kauke,1994N-71h 41m,Action,6.9,411K,Chuck Russell
Melagi melagi,1997PG-131h 26m,Comedy,6.9,328K,Tom Shadyac
Ibroliai,2008R1h 38m,Comedy,6.9,313K,Adam McKay
Pirmasis keršytojas,2011PG-132h 4m,Action,6.9,883K,Joe Johnston
Legenda,2015N-162h 12m,Biography,6.9,198K,Brian Helgeland
Žvaigždžių karai: paskutiniai džedajai,2017N-132h 32m,Action,6.9,661K,Rian Johnson
Aladinas,2019N-72h 8m,Adventure,6.9,285K,Guy Ritchie
Iksmenai: Apokalipse,2016N-132h 24m,Action,6.9,455K,Bryan Singer
Solo: Žvaigždžių karų istorija,2018N-132h 15m,Action,6.9,372K,Ron Howard
Robinas Hudas - vagių karalius,1991PG-132h 23m,Action,6.9,205K,Kevin Reynolds
Pasakiškai turtingi,2018N-132h,Comedy,6.9,186K,Jon M. Chu
Dziumandzi: Sveiki atvyke i dziungles,2017N-71h 59m,Action,6.9,412K,Jake Kasdan
Weird: The Al Yankovic Story,2022TV-141h 48m,Comedy,6.9,36K,Eric Appel
Slėpynės,2019N-161h 35m,Action,6.9,175K,Matt Bettinelli-Olpin
Kodas: Lobiai,2004PG2h 11m,Action,6.9,350K,Jon Turteltaub
Juodas telefonas,2021R1h 43m,Horror,6.9,182K,Scott Derrickson
Ugnies žiedas,2013N-132h 11m,Action,6.9,523K,Guillermo del Toro
Love and Monsters,2020PG-131h 49m,Action,6.9,139K,Michael Matthews
Pelene,2015V1h 45m,Adventure,6.9,187K,Kenneth Branagh
Mano mergytė,1991V1h 42m,Comedy,6.9,87K,Howard Zieff
Šaunioji septyniuke,2016N-132h 12m,Action,6.9,225K,Antoine Fuqua
Akivaizdus ir tikras pavojus,1994PG-132h 21m,Action,6.9,106K,Phillip Noyce
Eisas Ventura: naminių gyvūnėlių detektyvas,1994PG-131h 26m,Comedy,6.9,319K,Tom Shadyac
Priešas,2013N-131h 31m,Drama,6.9,209K,Denis Villeneuve
Paskutinis tango Paryžiuje,1972NC-172h 9m,Drama,6.9,57K,Bernardo Bertolucci
Adamsų šeimynėlė,1991PG-131h 39m,Comedy,6.9,177K,Barry Sonnenfeld
Neįmanoma misija 3,2006PG-132h 6m,Action,6.9,384K,J.J. Abrams
Konanas - barbaras,1982R2h 9m,Action,6.9,160K,John Milius
Women Talking,2022PG-131h 44m,Drama,6.9,39K,Sarah Polley
Kovotoja,2022PG-132h 15m,Action,6.9,70K,Gina Prince-Bythewood
Nuogas kąsnis,1991R1h 55m,Drama,6.9,56K,David Cronenberg
Nepaprastas žmogus-voras,2012N-132h 16m,Action,6.9,690K,Marc Webb
Geležinis žmogus 2,2010N-72h 4m,Action,6.9,855K,Jon Favreau
Kaip atsikratyti boso?,2011R1h 38m,Comedy,6.9,465K,Seth Gordon
48 valandos,1982R1h 36m,Action,6.9,84K,Walter Hill
Madagaskaras,2005V1h 26m,Animation,6.9,428K,Eric Darnell
Vanilinis dangus,2001R2h 16m,Fantasy,6.9,282K,Cameron Crowe
Ekstazė,2018R1h 37m,Drama,6.9,77K,Gaspar Noé
Akinjeon,2019Not Rated1h 49m,Action,6.9,21K,Won-Tae Lee
Piktadares istorija,2014N-71h 37m,Action,6.9,395K,Robert Stromberg
Zudiko asmens sargybinis,2017R1h 58m,Action,6.9,243K,Patrick Hughes
Vidury vandenyno,2015N-132h 2m,Action,6.9,147K,Ron Howard
Juodosios mišios,2015N-162h 3m,Biography,6.9,190K,Scott Cooper
Oušeno tryliktukas,2007PG-132h 2m,Crime,6.9,363K,Steven Soderbergh
Fatališkas potraukis,1987R1h 59m,Drama,6.9,95K,Adrian Lyne
Kamuolinis žaibas,1965PG2h 10m,Action,6.9,125K,Terence Young
Mari Huanos ekspresas,2008R1h 51m,Action,6.9,353K,David Gordon Green
Finch,2021PG-131h 55m,Adventure,6.9,94K,Miguel Sapochnik
Aukles nuotykiai,1987PG-131h 42m,Adventure,6.9,48K,Chris Columbus
Fokus pokus,1993PG1h 36m,Comedy,6.9,154K,Kenny Ortega
Ikaitai,1994R1h 37m,Comedy,6.9,26K,Ted Demme
Atlantida. Prarastoji imperija,2001PG1h 35m,Animation,6.9,131K,Gary Trousdale
Vestuvių dainininkas,1998PG-131h 37m,Comedy,6.9,160K,Frank Coraci
Bill & Ted's Excellent Adventure,1989PG1h 30m,Adventure,6.9,140K,Stephen Herek
Jerry & Marge Go Large,2022PG-131h 36m,Biography,6.9,21K,David Frankel
Trikampis,2009R1h 39m,Fantasy,6.9,127K,Christopher Smith
Jojantys iš toli,1980R1h 40m,Biography,6.9,12K,Walter Hill
Kalinių lėktuvas,1997R1h 55m,Action,6.9,314K,Simon West
Žaidimų vakaras,2018N-161h 40m,Action,6.9,251K,John Francis Daley
28 savaites po,2007N-161h 40m,Horror,6.9,289K,Juan Carlos Fresnadillo
Auksinė praraja,1998R1h 58m,Drama,6.9,38K,Todd Haynes
Everybody Wants Some!!,2016R1h 57m,Comedy,6.9,58K,Richard Linklater
The Last Kingdom: Seven Kings Must Die,2023TV-MA1h 51m,Action,6.9,33K,Edward Bazalgette
Outlaw King,2018R2h 1m,Action,6.9,79K,David Mackenzie
The Highwaymen,2019R2h 12m,Biography,6.9,100K,John Lee Hancock
Užkibo,2007R2h 9m,Comedy,6.9,381K,Judd Apatow
Tikrasis genijus,1985PG1h 48m,Comedy,6.9,37K,Martha Coolidge
Nepaprasta kelionė namo,1993G1h 24m,Adventure,6.9,50K,Duwayne Dunham
Rio,2011V1h 36m,Animation,6.9,244K,Carlos Saldanha
Adrenalinas,2006R1h 28m,Action,6.9,260K,Mark Neveldine
Kelias į Eldoradą,2000V1h 29m,Animation,6.9,105K,Bibo Bergeron
Kegliu karalius,1996PG-131h 54m,Comedy,6.9,90K,Bobby Farrelly
Pasaulio pabaiga,2013R1h 49m,Action,6.9,295K,Edgar Wright
Mirties troškimas,1974R1h 33m,Action,6.9,43K,Michael Winner
Prisikėlęs iš pragaro,1987N-181h 34m,Horror,6.9,138K,Clive Barker
Rokis 4,1985PG1h 31m,Drama,6.9,223K,Sylvester Stallone
Robas Rojus,1995R2h 19m,Adventure,6.9,45K,Michael Caton-Jones
Sorry to Bother You,2018R1h 52m,Comedy,6.9,86K,Boots Riley
Chitty Chitty Bang Bang,1968G2h 24m,Adventure,6.9,49K,Ken Hughes
Overboard,1987PG1h 52m,Comedy,6.9,66K,Garry Marshall
Romanas su brangakmeniu,1984PG1h 46m,Action,6.9,101K,Robert Zemeckis
Nine to Five,1980PG1h 49m,Comedy,6.9,38K,Colin Higgins
Laiko banditai,1981PG1h 56m,Adventure,6.9,67K,Terry Gilliam
Niujorko karalius,1990R1h 43m,Crime,6.9,41K,Abel Ferrara
Radijas,2003PG1h 49m,Biography,6.9,43K,Michael Tollin
Liu lang di qiu 2,2023Not Rated2h 53m,Action,6.9,12K,Frant Gwo
Seneles berniukas,2006R1h 34m,Comedy,6.9,87K,Nicholaus Goossen
Swiss Army Man,2016R1h 37m,Comedy,6.9,131K,Daniel Kwan
Bully,2001TV-MA1h 48m,Biography,6.9,40K,Larry Clark
Velkami per betoną,2018N-182h 38m,Action,6.9,54K,S. Craig Zahler
"Debesuota, numatoma mesos kukuliu kruša",2009V1h 30m,Animation,6.9,252K,Phil Lord
Alfa gauja,2006N-162h 2m,Biography,6.9,107K,Nick Cassavetes
Geri metai,2006PG-131h 57m,Comedy,6.9,100K,Ridley Scott
Flamin' Hot,2023PG-131h 39m,Biography,6.9,14K,Eva Longoria
Tomo Krauno afera,1968Approved1h 42m,Crime,6.9,27K,Norman Jewison
Polas,2011R1h 44m,Adventure,6.9,263K,Greg Mottola
Kita žemė,2011PG-131h 32m,Drama,6.9,99K,Mike Cahill
Juodos gyvates dejone,2006R1h 56m,Drama,6.9,66K,Craig Brewer
Non-stop,2014N-131h 46m,Action,6.9,274K,Jaume Collet-Serra
Plešrūnas,1999N-161h 41m,Adventure,6.9,43K,Antonia Bird
Clash of the Titans,1981PG1h 58m,Action,6.9,47K,Desmond Davis
Navigatoriaus skrydis,1986V1h 30m,Adventure,6.9,51K,Randal Kleiser
School Ties,1992PG-131h 46m,Drama,6.9,27K,Robert Mandel
Paskutinė tvirtovė,2001R2h 11m,Action,6.9,84K,Rod Lurie
Mažylis,1995V1h 31m,Comedy,6.9,132K,Chris Noonan
Gufio filmas,1995G1h 18m,Animation,6.9,61K,Kevin Lima
Vakaru pasaulis,1973PG1h 28m,Action,6.9,62K,Michael Crichton
Krudžiai 2. Naujasis amžius,2020PG1h 35m,Animation,6.9,51K,Joel Crawford
Šiuolaikiniai gladiatoriai,1999R2h 42m,Drama,6.9,125K,Oliver Stone
Beveik tamsa,1987R1h 34m,Horror,6.9,44K,Kathryn Bigelow
The Monster Squad,1987PG-131h 22m,Action,6.9,35K,Fred Dekker
Sakale,1985PG-132h 1m,Adventure,6.9,50K,Richard Donner
The Duke,2020R1h 35m,Biography,6.9,13K,Roger Michell
Flečas,1985PG1h 38m,Comedy,6.9,57K,Michael Ritchie
The Cutting Edge,1992PG1h 41m,Comedy,6.9,22K,Paul Michael Glaser
Širdys Atlantidoje,2001PG-131h 41m,Drama,6.9,41K,Scott Hicks
Gelbėtojas,2006PG-132h 19m,Action,6.9,97K,Andrew Davis
Kontraktas su neūžauga,1995R1h 45m,Comedy,6.9,88K,Barry Sonnenfeld
Hercogiene,2008V1h 50m,Biography,6.9,87K,Saul Dibb
Ledynmetis 3: dinozauru eros pradzia,2009V1h 34m,Animation,6.9,259K,Carlos Saldanha
Boy Erased,2018R1h 55m,Biography,6.9,41K,Joel Edgerton
Life Itself,2018R1h 57m,Drama,6.9,24K,Dan Fogelman
La Bamba,1987PG-131h 48m,Biography,6.9,36K,Luis Valdez
Mergina su perlo auskaru,2003PG-131h 40m,Biography,6.9,82K,Peter Webber
Riba,1997R1h 57m,Action,6.9,78K,Lee Tamahori
Darbo diena,2013PG-131h 51m,Drama,6.9,51K,Jason Reitman
Karys iš Džounso,2016R2h 19m,Action,6.9,61K,Gary Ross
Kuniška patirtis,1971R1h 38m,Comedy,6.9,15K,Mike Nichols
Broliai Sistersai,2018N-162h 2m,Drama,6.9,69K,Jacques Audiard
Newsies,1992PG2h 1m,Drama,6.9,22K,Kenny Ortega
Muppet Treasure Island,1996G1h 39m,Action,6.9,26K,Brian Henson
Transo busena,2013N-161h 41m,Crime,6.9,117K,Danny Boyle
Quigley Down Under,1990PG-131h 59m,Action,6.9,24K,Simon Wincer
Naujokas,2002G2h 7m,Drama,6.9,37K,John Lee Hancock
Saugumas Negarantuotas,2012R1h 26m,Adventure,6.9,130K,Colin Trevorrow
Mirę prezidentai,1995R1h 59m,Action,6.9,24K,Albert Hughes
Mr. Jones,20192h 21m,Biography,6.9,15K,Agnieszka Holland
An American Tail,1986G1h 20m,Animation,6.9,57K,Don Bluth
Nuogas ginklas 2½. Baimes kvapas,1991PG-131h 25m,Comedy,6.9,120K,David Zucker
I onde dager,2021TV-MA1h 53m,Action,6.9,26K,Tommy Wirkola
Prie amžinybes vartu,2018PG-131h 51m,Biography,6.9,39K,Julian Schnabel
Gelbėtojai,1977G1h 17m,Animation,6.9,69K,John Lounsbery
Tukstantmečio žmogus,1999V2h 12m,Drama,6.9,123K,Chris Columbus
Big Time Adolescence,2019R1h 31m,Comedy,6.9,15K,Jason Orley
Heaven Can Wait,1978PG1h 41m,Comedy,6.9,23K,Warren Beatty
River's Edge,1986R1h 39m,Crime,6.9,20K,Tim Hunter
Arthur,1981PG1h 37m,Comedy,6.9,31K,Steve Gordon
Repo Man,1984R1h 32m,Action,6.9,40K,Alex Cox
Return to Me,2000PG1h 55m,Comedy,6.9,22K,Bonnie Hunt
Lord of the Flies,1963Not Rated1h 32m,Adventure,6.9,20K,Peter Brook
I Don't Feel at Home in This World Anymore.,2017TV-MA1h 33m,Comedy,6.9,63K,Macon Blair
Basquiat,1996R1h 47m,Biography,6.9,22K,Julian Schnabel
Aukle Tule,2018R1h 35m,Comedy,6.9,62K,Jason Reitman
Nevaldoma aistra,2004PG-131h 54m,Drama,6.9,58K,Paul McGuigan
Pakitusios būsenos,1980R1h 42m,Horror,6.9,38K,Ken Russell
Lukasas,1986N-71h 40m,Comedy,6.9,17K,David Seltzer
What We Did on Our Holiday,2014PG-131h 35m,Comedy,6.9,24K,Andy Hamilton
Pripažintas nekaltu,1990R2h 7m,Mystery,6.9,45K,Alan J. Pakula
Intymus Hovardo Šterno gyvenimas,1997R1h 49m,Biography,6.9,39K,Betty Thomas
The Night Comes for Us,2018TV-MA2h 1m,Action,6.9,29K,Timo Tjahjanto
Mūšis dėl Britanijos,1969G2h 12m,Action,6.9,24K,Guy Hamilton
Memphis Belle,1990PG-131h 47m,Action,6.9,30K,Michael Caton-Jones
Tigrų šalis,2000R1h 41m,Drama,6.9,43K,Joel Schumacher
Trolių medžiotojai,2010PG-131h 43m,Drama,6.9,79K,André Øvredal
Balsai iš anapus,1999R1h 39m,Horror,6.9,86K,David Koepp
Isdaiga,1952Approved1h 37m,Comedy,6.9,15K,Howard Hawks
Frankenvynis,2012N-71h 27m,Animation,6.9,116K,Tim Burton
Vanduo drambliams,2011PG-132h 2m,Drama,6.9,120K,Francis Lawrence
The Half of It,2020PG-131h 44m,Comedy,6.9,42K,Alice Wu
Didingasis,2001PG2h 32m,Drama,6.9,57K,Frank Darabont
Pirmyn i vakarus,2015R1h 24m,Action,6.9,47K,John Maclean
UHF,1989PG-131h 37m,Comedy,6.9,31K,Jay Levey
Set It Off,1996R2h 3m,Action,6.9,18K,F. Gary Gray
Mejerovicu istorijos,2017TV-MA1h 52m,Comedy,6.9,53K,Noah Baumbach
Dar stipresnis,2017R1h 59m,Biography,6.9,49K,David Gordon Green
Bobo užkandinė. Filmas,2022PG-131h 42m,Animation,6.9,21K,Loren Bouchard
Igbis išvažiuoja,2002R1h 38m,Comedy,6.9,35K,Burr Steers
Pelėdų Karalystės sargai,2010V1h 37m,Animation,6.9,86K,Zack Snyder
Petarda,1996R1h 31m,Comedy,6.9,82K,Wes Anderson
Dūmuose,1978R1h 26m,Comedy,6.9,40K,Lou Adler
Viskas prarasta,2013PG-131h 46m,Action,6.9,83K,J.C. Chandor
The Stepford Wives,1975PG1h 55m,Horror,6.9,19K,Bryan Forbes
Iš arti,1986R1h 51m,Crime,6.9,17K,James Foley
Dvasių namai,1993N-162h 25m,Drama,6.9,25K,Bille August
Sirijana,2005R2h 8m,Drama,6.9,133K,Stephen Gaghan
Deivas,1993PG-131h 50m,Comedy,6.9,56K,Ivan Reitman
Vampyro šešelis,2000R1h 32m,Drama,6.9,44K,E. Elias Merhige
Klaikus išbandymas,1988N-132h,Crime,6.9,57K,Roman Polanski
Christine,2016R1h 59m,Biography,6.9,17K,Antonio Campos
Tejas,20231h 52m,Action,6.9,21K,Sarvesh Mewara
